Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,QuatW,QuatX,QuatY,QuatZ
2020-07-31 14:35:17.747,0.04248046875,0.00390625,-0.974609375,0.0024828650057315826,-0.005053880624473095,-0.0043931505642831326,0.9997169332141008,-0.0011539571672669572,0.023762871378478597,-3.3881317890172014e-21
2020-07-31 14:35:17.757,0.05133056640625,0.002410888671875,-0.970733642578125,0.002228533150628209,-0.010960505343973637,-0.005540706682950258,0.9997172311362078,-0.0011455230112033805,0.023753373527642545,-3.7049848735503323e-06
2020-07-31 14:35:17.767,0.05712890625,0.0003509521484375,-0.96783447265625,0.0012040151050314307,-0.010146377608180046,-0.002703641075640917,0.9997174098889607,-0.001128735639895854,0.02374641424097851,-5.926196175653156e-06
2020-07-31 14:35:17.777,0.056060791015625,-0.001495361328125,-0.9691314697265625,0.0014682007022202015,-0.005864014383405447,-0.005795038305222988,0.9997180059383008,-0.001120169078510031,0.02372092744070961,-5.518052148143839e-06
2020-07-31 14:35:17.787,0.050872802734375,-0.002593994140625,-0.9717864990234375,-0.001782453735359013,-0.012132029980421066,-0.003802461316809058,0.9997183038459672,-0.001117697113362273,0.023707771512699396,-9.729641990280487e-06
2020-07-31 14:35:17.798,0.0413970947265625,-0.00244140625,-0.974945068359375,0.0006761765689589083,-0.000702009245287627,-0.004777178168296814,0.999718542295563,-0.0011263371546859418,0.02369727387341332,-8.441792061257144e-06
2020-07-31 14:35:17.807,0.0349273681640625,-0.0015106201171875,-0.9776611328125,-0.00159470085054636,-0.008489624597132206,-0.005525260232388973,0.9997183634128184,-0.0011301975092871475,0.023705184629567673,-1.1134301945120402e-05
2020-07-31 14:35:17.818,0.0337066650390625,-0.0004119873046875,-0.977752685546875,0.0006767092272639275,-0.0015052186790853739,-0.004983573220670223,0.9997182439696068,-0.0011367263266875186,0.023708973422775684,-2.0017268975619116e-05
2020-07-31 14:35:17.827,0.038665771484375,0.00286865234375,-0.976959228515625,-0.0005203816690482199,-0.007018494885414839,-0.004264520015567541,0.9997180054445487,-0.001139157823646406,0.02372035797430391,-2.4171864087572053e-05
2020-07-31 14:35:17.838,0.047943115234375,0.0046844482421875,-0.9726715087890625,0.0014956312952563167,-0.005352154839783907,-0.004231230355799198,0.9996759250563608,-0.0011978649978152962,0.025427388119227262,-2.535708979697017e-05
